Noticia,Rotulo
"EUA e França treinaram funcionários de laboratório chinês acusado por Pompeo  

pesquisadores do laboratório chinês de virologia acusado pelos estados unidos receberam treinamento neste país e na frança - informou o governo chinês nesta quinta-feira (7), em plena controvérsia quanto à origem do novo coronavírus. o laboratório de alta segurança p4 em wuhan, cidade onde a covid-19 foi detectada no final do ano passado, é alvo de teses, segundo as quais o vírus poderia ter escapado do local antes de contaminar o planeta. o secretário de estado americano, mike pompeo, chegou a afirmar no domingo que existem ""enormes evidências"" nessa direção, uma tese categoricamente rejeitada por pequim. ""o laboratório p4 de wuhan é (o resultado de) uma colaboração entre os governos chinês e francês"", lembrou a porta-voz do ministério chinês das relações exteriores, hua chunying, à imprensa.",fake
"Gorjeta de R$ 5 mil em pedido de café espanta garçonete: 'Comecei a chorar'  

a garçonete roxana salinas teve um final de ano com menos preocupações após receber uma gorjeta de us$ 910 dólares (equivalente a r$ 5,2 mil). em entrevista ao canal fox 5, roxana contou que atendeu um grupo de clientes que pediu apenas café. a conta foi fechada em us$25 (r$ 140). roxana elogiou o trabalho.</s>",fake
"Harmonização facial: especialistas explicam como é o procedimento que caiu no gosto de celebridades

a harmonização facial caiu no gosto das celebridades e gerou grande curiosidade no público. personalidades como gretchen, joelma e carlinhos maia já passaram pelo procedimento. a prática nada mais é do que um nome mais bonito para a técnica de preenchimento facial. o procedimento é minimamente invasivo e pode ser feito em mais de um local no rosto, com o objetivo de deixar a face mais simétrica e harmônica. o cirurgião plástico renato cazaes, cirurgião plástico, explica que o preenchamento é feito com ácido hialurônico, que facilita o aceitamento pelo corpo. o tempo de repouso varia de acordo com a quantidade de locais preenchidos. o especialista e o paciente devem conversar sobre quais áreas serão preenchidas e qual será o resultado desejado. profissionais disputam procedimento médicos e dentistas estão no centro da disputa judicial para decidir quais profissionais podem ou não realizar procedimentos estéticos.</s>",fake
"CIDH alerta para piora da situação dos direitos humanos no Brasil  

a comissão interamericana de direitos humanos alertou para a deterioração da situação dos direitos humanos no brasil. a cidh, órgão da organização de estados americanos (oea), apresentou seu diagnóstico integral do respeito aos direitos humanos até dezembro de 2019. em seu relatório, a comissão dá conta dos avanços registrados no país nos últimos 20 anos, em particular na consolidação democrática e do estado de direito. a delegação da cidh visitou o brasil em novembro de 2018, na segunda observação in loco do país. o relatório não inclui o impacto da pandemia, mas antonia urrejola destacou que a emergência sanitária, além de exacerbar as fragilidades estruturais em direitos humanos dos estados, defendeu que as recomendações do relatório servirão para o país desenvolver políticas públicas destinadas a conter de forma decisiva a pandemia.</s>",fake
"É falso que o The Washington Post publicou manchete elogiando Bolsonaro  

é uma montagem a capa do jornal norte-americano the washington post que descreve jair bolsonaro (sem partido) como o melhor presidente que já liderou o brasil. o próprio veículo norte-americano desmentiu a suposta manchete em e-mail enviado ao comprova afirmando que nunca houve publicação como a que circula na internet. o grupo do facebook onde a notícia falsa circulou foi removido da plataforma antes que a reportagem conseguisse fazer contato para pedir esclarecimentos sobre a origem da publicação. antes de ser suspenso, o post já havia alcançado mais de 27 mil interações. para o comprova é falso o conteúdo inventado ou que tenha sofrido edições para mudar o seu significado original e divulgado de modo deliberado para espalhar uma mentira, como é o caso da publicação aqui verificada.",fake
"TJ-SP manda devolver valor pago pela ex-primeira dama Marisa Letícia por apartamento no Guarujá

a 8a câmara de direito privado do tribunal de justiça de são paulo determinou que a oas e a cooperativa habitacional dos bancários devolvam o valor pago pela ex-primeira-dama marisa letícia na compra de um apartamento no guarujá (sp). a unidade deu origem à investigação da lava-jato que condenou o ex-presidente lula, acusado de ter recebido um tríplex da construtora a título de propinas pagas por contratos com a petrobras. para os desembargadores, dona marisa comprou direitos a um apartamento que não lhe foi entregue. os advogados de lula sempre afirmaram que o casal nunca teve posse ou usufruiu do imóvel. no início deste mês, o ministro luiz edson fachin decidiu que a 13a vara federal de curitiba era incompetente para julgar lula na ação do tríplex e em atibaia tiveram suas condenações anuladas. a 2a turma do stf também considerou sergio moro parcial no julgamento. dona marisa adquiriu cotas de um edifício em construção pela cooperativa dos bancários em abril de 2005. a unidade correspondia ao apartamento 141, de 82 metros quadrados, e a entrega foi feita em 2006. a cooperativa exigiu que os cooperados assinassem um novo",fake
"Spoofing: Mulher de Moro recorre contra acesso da defesa de Lula a diálogos  

a mulher do ex-ministro da justiça e segurança pública sérgio moro, rosangela moro, apresentou uma reclamação ao ministro edson fachin, do supremo tribunal federal, pedindo que seja revogada a liminar do ministro ricardo lewandowski, que deu à defesa de lula acesso à troca de mensagens entre o ex-juiz da lava jato e procuradores da força-tarefa de curitiba. as conversas foram obtidas por hackers presos na operação spoofing e revelaram trocas de mensagens. os advogados da defesa de sérgio moro usaram as mensagens para reforçar as acusações de que moro agiu com parcialidade e encarou o petista como 'inimigo'.</s>",fake
"Usuários que agem como robôs desafiam debate nas redes  

a análise de 20 milhões de menções a tratamento precoce no twitter por meio da llyc identificou cerca de 10% das contas que podem ser consideradas de comportamento automatizado, de um total de 1,85 milhão. especialistas apontam a presença de 10% de robôs no campo bolsonarista. para especialistas, a polarização, o uso dos robôs e o comportamento de replicar mensagens em massa indicam desafios para a eleição de 2022, tema que já ganhou as redes sociais com a defesa do presidente jair bolsonaro pelo voto impresso. em nota, o twitter não emitir conclusões específicas, por não ter acesso à íntegra do estudo. a empresa disse ter detecção proativa de conteúdos que violem regras e de comportamentos suspeitos de automação maliciosa, além de alertas de usuários. o twitter disse que sua política global para o tema foi revista em 2020.fake newsestudo do center for counter digital hate (eua) descobriu que só 12 pessoas são responsáveis pela maior parte das fakes news e informações distorcidas sobre vacinas anticovid em três das principais redes sociais.</s>",fake
"Covid-19: com infecções em alta, Brasil registra 34,7 mil novos casos da doença em 24h

o brasil registrou 110 mortes por covid-19 nas últimas 24 horas, atingindo o total de 620.091 óbitos desde o início da pandemia, de acordo com o boletim do conselho nacional de secretários de saúde (conass) desta segunda-feira (10/1). a média diária de óbitos nos últimos sete dias está em 126. o indicador é utilizado para suavizar as oscilações diárias e observar a tendência da curva de óbito. nos últimos 24 dias, foram registrados 34.788 novos casos de covid e 36.231 na média diária dos últimos 7 dias. no total, o brasil já registrou 22.558.695 casos. no mundo, os estados unidos lideram em número de casos.</s>",fake
"Em breve, ninguém mais vai dar bola para o que diz Bolsonaro  

o presidente jair bolsonaro desistiu de divulgar a prometida ""lista de países que importam madeira ilegal"" do brasil. na terça-feira, diante dos presidentes da rússia, índia, china e áfrica do sul, o brasileiro havia dito, solene: ""revelaremos nos próximos dias o nome dos países que importam essa madeira ilegal nossa (...) estaremos mostrando que estes países, alguns deles que muito nos criticam, em parte têm responsabilidade nessa questão"". a declaração provocou um corre-corre entre diplomatas e protestos do embaixador da dinamarca no brasil. nicolai pritz lembrou ser incorreto culpar nações inteiras por crimes que, se cometidos, terão partido de empresas e não de governos.",fake
"Remédios do dia a dia podem levar ao declínio cognitivo

saiba que a longevidade é um fator importante para uma longevidade ativa. o estudo foi publicado no início do mês na revista “neurology”. os anticolinérgicos são usados para várias condições, de alergias a resfriados, pressão alta a depressão, que pode estar associada ao risco aumentado para problemas de memória e declínio cognitivo. o levantamento mostrou que pessoas sem problemas psíquicos que tomam pelo menos um anticoliérgico têm 47% mais chances de desenvolver um prejuízo cognitivo leve. a descoberta sugere que reduzir o uso de drogas anticolínérgicas, antes que as pessoas apresentem sintomas de perda cognitiva, pode prevenir as consequências negativas para o cérebro. lisa delano-wood, pesquisadora da universidade da califórnia san diego, realizou um estudo com 688 pessoas, com idade média de 74 anos, que não tinham dificuldades para memória e raciocínio no começo do estudo. os participantes relatavam como estavam tomando remédios e com que frequência, submetendo-se a testes anuais por dez anos. um terço do grupo ingeria até 4.7 remédio por pessoa, sendo que os mais comuns eram loratadina, atenolol, metropolol, bupropiana (para depressão",fake
