Noticia,Rotulo
"
Política de preços da Petrobras não foi definida por acordo na Justiça dos EUA


a política de preços da petrobras foi adotada após acordo com a justiça americana, em processo que pedia indenização a investidores após a revelação de casos de corrupção, como alegam postagens nas redes sociais (veja aqui). o acordo feito entre a empresa e o departamento de justiça dos estados unidos em 2018, já foi cumprido e não interferia na política de preços da estatal. a política de paridade internacional foi adotada pela empresa em 2016, durante o governo michel temer (mdb), dois anos antes da assinatura do acordo. postagens com o conteúdo reuniam mais de 6.000 compartilhamentos no facebook até esta terça-feira (21). o conteúdo foi publicado originalmente no tiktok, onde foi visto mais de 245 mil vezes antes de ser excluído.",true
"É #FAKE que sigilo bancário de Fabrício Queiroz foi quebrado sem autorização judicial

o presidente jair bolsonaro concedeu na noite de quinta-feira (3) a primeira entrevista após assumir o cargo. no sbt, ele foi questionado sobre o caso de fabrício queiroz, ex-assessor de seu filho, o deputado flávio bolsonaro, que teve movimentações finaceiras consideradas suspeitas em um relatório do conselho de controle de atividades financeiras (coaf). na entrevista, o presidente diz que o sigilo bancário de queiroz foi quebrado sem autorização judicial. a afirmação .",true
"Hospital em Minas melhora 267% a recuperação de pacientes pós Covid-19

os primeiros resultados do projeto piloto “reabilitação pós-covid-19” apontam que os pacientes que tiveram covid-19 podem ter uma melhor condição motora e funcional no sistema único de saúde (sus). o hospital municipal de contagem (mg) foi avaliado após três visitas presenciais e dois encontros virtuais em cinco hospitais do sus, localizados nas cinco regiões do país, entre novembro e dezembro de 2020, para avaliar o desempenho na assistência hospitalar. outro destaque da pasta da saúde no hospital, foi as ações implementadas na iniciativa. o objetivo é melhorar a qualidade de vida dos usuários, principalmente àqueles que ficam debilitados pela covid-19 e outra doença crônica associada.</s>",fake
"Fake news: Lula tem plano de criar nova CPMF, aponta CNN

cnn brasil grupo político de lula articula criação de presidente eleito, luiz inácio lula da silva, tem plano de criar nova cpmf que vai tributar todas as transações do pix, de congelar a poupança dos brasileiros, liberar apenas r$ 500 para o uso das famílias e de criar a moeda “peso real” junto com argentina e venezuela. a última medida",true
"Será que essa moeda é mesmo francesa e possui a figura de um OVNI?

a imagem de uma moeda antiga é compartilhada em grupos relacionados à ufologia há mais de uma década e sempre deixa os leitores intrigados quando volta a circular. em uma das faces da moeda podemos ler uma frase em latim que, segundo publicações em sites voltados para o tema, significaria algo como “vamos estar aqui em momento oportuno”.",true
"'Temos protótipo do que seria a renda básica familiar', afirma Guedes  

o ministro da economia, paulo guedes, disse que o auxílio brasil de r$ 400, anunciado pelo governo nesta quarta-feira, é um protótipo do que seria o programa de renda básica que vinha sendo desenvolvido pela equipe econômica. ele participou do fórum incorpora 2021, da abrainc. o ministro disse estar seguro de que está mantendo um compromisso com os mais vulneráveis e com o equilíbrio fiscal.</s>",fake
"Ajuda do governo a pequena empresa é 7 vezes maior nos EUA do que no Brasil  

em especial, governos têm anunciado linhas de financiamento e auxílio aos pequenos negócios. o governo americano anunciou dois programas de apoio aos pequenos empreendedores: main street lending program (main street) e paycheck protection program (ppp). o primeiro está injetando novos empréstimos ou ampliação de empréstimos perdoáveis para micro e pequenas empresas manterem em dia a folha de pagamentos. o segundo já disponibilizou us$349 bilhões em empréstimo perdoável. o programa representa um socorro de us$ 949 bilhões, 4,43% do produto interno bruto (pib) americano em 2019. o governo federal lançou dois pacotes de apoio às empresas pequenas.</s>",fake
"Queiroga destaca os avanços do Brasil em evento da ONU sobre o fim da tuberculose

o ministro da saúde, marcelo queiroga, destacou o programa nacional de tuberculose. o ministro destacou as muitas inovações incorporadas ao sistema de saúde pública. entre as medidas, estão a implantação da vigilância on-line de pessoas com a doença e novas tecnologias para diagnóstico da doença. o evento foi organizado pela organização mundial da saúde (oms).</s>",fake
"Procon notifica Smart Fit e pede explicação sobre cancelamento de contratos  

o procon-sp notificou o grupo smart fit e pediu explicações sobre os procedimentos que a empresa tem adotado para cancelar contratos durante a pandemia do coronavírus. a resposta deve ser dada dentro de 72 horas. desde que a crise de saúde teve início, o procon diz que já recebeu 838 reclamações de clientes. por isso, a empresa deverá informar ao procon se todas as unidades estão fechadas e se há algum serviço à distância à distância.</s>",fake
"Banco Mundial prevê queda mais acentuada na história recente das remessas em 2020  

o banco mundial prevê uma queda forte nas emissões, de 20% em 2020, por causa da crise econômica provocada pela pandemia de coronavírus e das medidas para desacelerar a transmissão da doença. o banco mundial lembra que os trabalhadores imigrantes tendem a ser mais vulneráveis à perda de empregos e salários. a instituição lembra que as remessas para países de renda baixa e média devem cair 19,7% (na comparação anual), a us$ 445 bilhões.</s>",fake
"Veja o que é #FATO ou #FAKE nas declarações dos candidatos ao governo de PE na 6ª semana de campanha

raquel lyra (psdb) disse ""somos campeões de desemprego."" (declaração enviada à imprensa, em 19/09)",true
"Bolsonaro encerra entrevista ao ser perguntado sobre nova CPMF

o presidente da república, jair bolsonaro, encerrou entrevista coletiva realizada após a entrega de um condomínio em bagé, na região da fronteira do rs. o novo imposto sobre pagamentos eletrônicos, que teria alíquota de 0,2%, é discutido pelo governo. o ministro da economia, paulo guedes, já tinha recebido apoio do setor industrial. parlamentares criticam o novo imposto por considerá-lo semelhante à antiga contribuição provisória sobre movimentação financeira.</s>",fake
"       1:51    Fraude na urna eletrônica é improvável e nunca foi registrada 04/08/2021 10h00 

nunca houve registro de fraude eleitoral no brasil desde que a urna eletrônica passou a ser usada. uma fraude no voto eletrônico é improvável porque dependeria de uma combinação de violações de segurança que dificilmente aconteceria. e o resultado das eleições pode, sim, passar por auditoria. veja o vídeo e saiba mais sobre o assunto nesta reportagem.",true
"Recomendação da Saúde sobre uso da cloroquina tende a ser usada contra médicos  

não há evidência científica que embase o uso da cloroquina como tratamento para covid-19, nem nos casos graves e nos estágios iniciais da doença. as recomendações de uso da droga lançadas nesta quarta-feira, 20, pelo ministério da saúde devem exercer pressão sobre os médicos para a prescrição. a pressão do público leigo, pacientes e familiares deve aumentar. a recomendação do governo dá mais peso ao uso de diferentes medicações, mesmo sem eficácia comprovada. o especialista diz que há um potencial de risco ligado à prescrição da droga.</s>",fake
"Usuários do Twitter criticam Bolsonaro com respostas automáticas da Decolar  

o nome da empresa de viagens decolar foi para os trending topics do twitter na noite de hoje. aproveite as interações incomuns do perfil com a agência virtual de turismo, usuários mudavam o próprio nome e interagiam com o nome escolhido em questão. a brecha para publicar mensagens ofensivas contra políticos ou esportivos foi alvo de uma publicação que viralizou. a assessoria de comunicação da decolar informou que houve falha na configuração de seu sistema de respostas automáticas.</s>",fake
"CPI da Covid: veja o que já foi dito sobre ações de Eduardo Pazuello na resposta à pandemia

o ex-ministro da saúde eduardo pazuello foi citado por diferentes testemunhas em seus depoimentos para os senadores que integram a cpi da covid (veja no vídeo acima). a comissão parlamentar de inquérito apura ações e omissões do governo federal no enfrentamento da pandemia da covid-19 e eventual desvio de verbas federais enviadas a estados e municípios. o depoimento de pazuello, considerado essencial, está previsto para quarta-feira (19). no vídeo acima, veja os principais pontos de declarações de testemunhas sobre os seguintes pontos:",fake
